"Age","Gender","Country","Membership_Years","Login_Frequency","Cart_Abandonment_Rate","Total_Purchases","Days_Since_Last_Purchase","Returns_Rate","Product_Reviews_Written","Social_Media_Engagement_Score","Mobile_App_Usage","Credit_Balance","Churned"
34,"Female","Australia",0.9,13,57.3,23.4,42,4.7,2,27.6,10.1,2256,"1"
41,"Male","UK",3,24,41.6,21,5,17.3,3,38.7,29.4,2716,"0"
36,"Female","USA",0.5,5,81.9,4,4,9.2,0,9,15,173,"1"
39,"Female","Australia",2.2,21,24,24.7,13,1,6,27.6,18.6,2433,"0"
45,"Female","Canada",4.6,15,53.6,11,26,8.5,3,24.9,14.7,2475,"0"
28,"Female","USA",3.1,34,2.8,26,21,4.1,6,64.5,50.6,5587,"0"
63,"Female","India",4.7,12,84.9,9,58,1.6,2,28.8,17.5,2324,"1"
25,"Male","Canada",2.3,8,60.2,8,40,8.5,1,18.9,18.6,1896,"0"
23,"Male","USA",0.4,24,38.6,15.6,3,3.1,3,9.4,35.5,3185,"1"
51,"Female","Canada",2.9,30,30.1,22,10,1,6,67.7,45.7,3532,"1"
47,"Male","Japan",1.8,16,59.1,21,22,7.5,5,45.9,32.8,4553,"1"
45,"Female","USA",2.8,0,55.6,14.3,40,2.2,3,26.1,19.1,680,"0"
45,"Male","USA",5.4,14,49.3,15,63,4.2,3,48,22.4,1896,"0"
37,"Male","USA",4,14,49.2,12,5,13.6,3,27.7,21.2,3521,"0"
27,"Other","USA",3.1,5,61.6,10.4,3,8.4,0,30.8,17.3,1561,"0"
38,"Male","USA",3.2,16,36.2,14,43,13.4,2,1.9,27.9,2225,"1"
38,"Male","UK",3.1,24,34.2,18,25,3.6,5,11.3,18.6,5114,"0"
49,"Male","Australia",3.3,14,51.1,15,5,4.1,4,7.8,11.9,1325,"0"
36,"Female","USA",0.8,5,65.1,8,3,8.1,1,26.4,18.3,2306,"0"
28,"Male","Germany",10,1,70.5,7,56,1.5,0,15,11.5,1863,"1"
34,"Male","Canada",4.5,17,65.9,18,41,4.5,4,50.4,25,3236,"0"
42,"Female","USA",1.4,24,65.1,18,21,9.9,6,77,27.3,2267,"0"
31,"Male","Canada",3.8,4,57,11,8,7,2,27.6,13.6,0,"0"
38,"Female","Canada",1.1,20,51.2,16.9,25,8,7,36.2,11.2,1896,"0"
40,"Male","USA",2.3,16,30.2,19,17,5.4,5,61.5,31.8,4349,"0"
40,"Male","USA",5.1,26,47.2,14,71,1,1,0,12.7,2890,"0"
31,"Female","UK",4.8,13,64.7,10,5,5.4,0,22.9,18,146,"0"
32,"Male","USA",1.4,9,83,15,4,5.4,0,21.3,12.8,877,"1"
40,"Male","USA",1.3,0,74,2,91,3,1,3.7,7.1,1751,"1"
20,"Female","Germany",2.9,28,37.8,19,63,2,5,34.7,31.4,1744,"0"
21,"Female","Germany",2,1,56.7,5.2,31,2.9,0,12.7,4.6,615,"1"
29,"Female","India",2.4,32,43,17,5,10.9,2,65.1,30.6,3175,"0"
35,"Male","USA",3.4,21,36.8,24,54,4.8,2,40.1,32.2,2566,"0"
41,"Female","India",1.8,23,41,20,1,4.9,7,53.2,35.2,3181,"0"
55,"Male","Germany",1.2,4,80.2,6,22,10,2,6.1,16.6,733,"0"
48,"Female","Germany",2.4,6,62,10,18,8.1,2,17,17.9,1338,"0"
36,"Female","Japan",2,11,49.7,10.4,62,7.6,4,8,9.2,2284,"0"
37,"Female","USA",5.2,8,60.7,5,17,7.1,4,25.6,14.1,722,"0"
25,"Male","Australia",6.3,0,64.1,7,2,8.1,2,3.2,14.2,1896,"0"
37,"Male","Canada",4.1,8,54,8,33,1.9,2,18.2,18.8,0,"0"
34,"Female","USA",1.5,16,62,18.2,55,2,4,30.7,23.8,3665,"0"
41,"Female","France",6.2,0,91.5,5,6,7.7,1,4.4,7.5,494,"1"
28,"Male","UK",2.3,15,59,12,19,3.1,0,27.6,8.7,623,"0"
44,"Female","USA",2.8,0,77.9,1,21,9.1,0,3.4,0,1696,"1"
56,"Male","Canada",1,5,67.2,9.1,5,1.9,1,19.7,9.3,1030,"0"
36,"Male","UK",7.6,8,68.1,9,29,3.2,2,17.5,28.7,2043,"0"
42,"Female","USA",0.5,23,59.8,10,13,3.7,2,45.6,28,907,"0"
46,"Female","France",2.3,4,65.1,7,21,20.6,2,30.5,12.1,1840,"0"
33,"Male","USA",1.9,6,53.3,7,12,7.7,3,13,16,0,"0"
40,"Male","UK",1.5,0,71.2,4,35,2.4,0,0.7,7.9,3326,"1"
38,"Male","USA",0.5,30,29.7,21,51,0.5,9,71.1,34.7,5623,"0"
39,"Female","UK",2.2,17,31.3,17,21,10.2,5,63.8,25.3,3389,"0"
28,"Male","USA",6.8,0,75.2,14,11,14.4,0,30.9,6.8,742,"1"
38,"Male","UK",3.7,22,44.1,18,21,3.6,8,57.5,18.6,4170,"1"
43,"Male","USA",3.3,2,57.6,10,6,2,4,33.6,22.6,564,"0"
55,"Male","USA",4.1,23,28.6,20,47,0.6,6,60.8,36.8,4729,"0"
49,"Female","USA",2.4,16,62.8,9,31,1.8,2,27.6,11,24,"0"
63,"Male","UK",4.1,12,45.9,8,20,3.6,1,18.2,17.5,1075,"0"
38,"Male","Australia",6.1,20,54,21,5,11.4,4,31.9,25.5,3844,"0"
48,"Female","UK",2.6,0,84.1,9,21,11.1,3,0,10.7,1098,"1"
40,"Female","UK",2.2,25,47.3,15,43,20.6,2,59.3,23,3215,"0"
64,"Male","Canada",0.6,21,67.5,8,1,8.7,0,19.6,18.6,1896,"0"
28,"Female","France",2,0,74.4,3.9,27,5.4,0,0,15,1144,"1"
27,"Female","USA",1,13,51.3,18,21,4.2,3,39.4,22.6,4195,"1"
30,"Male","Australia",10,5,64.3,7,10,5.4,1,10.8,0.1,2534,"0"
18,"Female","USA",5.1,0,67.4,5,45,7,2,13.4,3.9,636,"0"
38,"Male","Australia",2.7,1,84.9,9.1,21,3.5,2,0,4.4,304,"1"
28,"Female","Australia",1.4,11,61.1,8,45,2,2,32.8,18.4,1397,"0"
39,"Female","Canada",1.1,23,33.7,22,1,18.3,5,46.3,26.4,1408,"1"
42,"Female","UK",4.1,26,38.9,19,10,6.9,2,27.6,33.6,3353,"0"
60,"Female","UK",2.6,3,60.4,5,1,4.7,4,11.8,6.3,1244,"0"
38,"Female","Australia",0.9,17,64.6,27.3,24,1.3,5,38,26,1340,"0"
31,"Male","USA",6.8,24,73.1,14,102,5.4,0,27.6,18.8,2742,"0"
27,"Female","France",4.8,0,70.9,15.6,31,15.6,0,0,4.4,1933,"0"
43,"Female","USA",4.3,8,69,11.7,12,3.7,2,27.6,12.1,2368,"0"
22,"Male","Australia",4.7,16,55.2,12,7,5.4,2,27.6,19.9,3081,"1"
59,"Male","India",7.2,0,73,3,13,2.7,0,14.3,7.6,0,"1"
52,"Female","Canada",4.5,8,80.3,8,21,15.8,0,13.5,10.6,1022,"1"
32,"Male","France",1.7,14,52.2,17,23,2.6,8,33.3,34.1,1896,"1"
18,"Female","USA",3,40,11.2,32.5,21,5.8,5,51.7,43,3613,"0"
54,"Male","France",1.9,12,64,7,23,6.6,2,5.1,20.8,1896,"0"
36,"Female","Germany",0.3,13,39.8,14,72,7.1,4,7.6,20.6,3303,"0"
52,"Male","USA",3.7,2,81.5,15.6,76,16,0,12.8,10.3,1896,"1"
18,"Male","Canada",3.3,12,74.2,9.1,9,8.7,0,23.8,16.7,2229,"0"
30,"Male","France",5.1,25,31.4,26,40,1.5,10,54.5,37.7,4102,"0"
38,"Female","USA",2.3,8,67.6,13,8,1.9,2,36.9,12.6,0,"0"
38,"Male","Germany",1.4,4,77.4,13,7,6.8,0,25.8,15.3,0,"0"
32,"Male","Australia",9.8,3,54.6,6,31,6.5,2,19.1,14.3,2808,"0"
45,"Male","USA",2.3,28,25.7,20,11,0.1,7,60,33.9,3255,"0"
25,"Female","UK",10,3,77.7,18,14,13.3,1,15.8,9.4,650,"1"
36,"Female","USA",0.9,6,59,13,24,12.6,2,27.6,16.2,2492,"0"
39,"Male","USA",1.4,18,33.2,18,3,0.8,8,24.2,18.6,3123,"0"
44,"Female","Japan",7.2,12,80.7,7.8,35,5.4,2,0,12.2,864,"0"
46,"Female","Germany",3,10,76.4,10.4,55,5.4,3,58.3,18.7,583,"1"
24,"Female","USA",7.3,13,31.8,13,79,19.2,3,37.7,21.8,2924,"1"
19,"Female","India",2.3,23,48.3,16.9,18,5.4,5,32.2,18.9,1292,"0"
53,"Male","USA",2.3,17,43.4,22.1,9,6.3,7,25.1,26.4,1287,"1"
38,"Female","India",1.3,7,68.4,7,20,8.8,0,1.2,15.2,1896,"0"
29,"Male","UK",1.7,15,53.8,7,68,5.4,2,0,18,1896,"0"
56,"Male","UK",3.4,4,55,7,28,5.4,0,0.7,14.9,0,"0"
39,"Female","Canada",2.7,16,40,26,6,6.5,6,50.8,35.1,1896,"0"
52,"Male","USA",2.9,11,70.7,14,11,3.6,6,10.9,27.6,2282,"0"
38,"Male","Germany",1.5,5,62.3,18,12,5.1,5,14.2,24.7,1896,"1"
62,"Male","Germany",7.9,0,81.5,7,37,10.7,3,27.6,11.9,0,"1"
59,"Female","Canada",3.7,9,43.9,13,9,12.3,1,25.6,33,2332,"0"
35,"Male","India",4.7,9,71.5,10.4,30,5.4,1,11.1,19.3,2651,"1"
49,"Male","UK",0.7,17,69.5,7,28,6.8,5,18.8,18.2,1896,"0"
45,"Female","Germany",2.7,23,37.9,17,53,0.8,4,60,30.6,2850,"0"
54,"Male","USA",4.2,18,32.1,35.1,21,8,7,32.6,30.2,1685,"1"
26,"Female","India",1.9,15,35.9,15,24,4.6,4,37.7,18.6,1278,"1"
46,"Male","India",2,5,70.8,3.9,43,1.6,0,27.6,6.1,926,"1"
50,"Female","UK",2.7,7,34.5,12,51,8.3,3,54.1,19.5,3284,"0"
18,"Male","France",0.8,19,62.9,18.2,35,12.4,1,34,25.1,2333,"0"
23,"Male","USA",4.4,0,68.1,6.5,20,5.3,0,14.7,16.3,2173,"1"
18,"Female","Germany",0.9,25,18.9,21,141,6.5,5,57.7,18.6,3774,"0"
34,"Female","USA",3.1,12,73.1,10,53,0.8,2,36.6,24.7,1896,"0"
46,"Female","Australia",7.3,15,48.2,24.7,12,2.8,6,58.4,34,2984,"0"
38,"Female","France",3.8,13,70.1,11,30,3.5,4,11.9,25.5,4181,"0"
38,"Male","Japan",1.3,31,11.7,24,4,4.7,5,73.9,42.5,4657,"0"
57,"Female","France",3.4,21,42.1,23.4,7,5.4,9,29.8,21,2333,"1"
21,"Male","USA",1.2,24,39.6,22,18,10,2,37.3,25.8,3645,"0"
18,"Male","UK",4.8,4,72.1,13,28,18.6,2,7.5,7.7,3972,"0"
37,"Female","Canada",3.9,9,67.3,12,24,10.3,2,0,17.6,1961,"1"
42,"Male","Australia",3,13,59,9,7,4.5,4,25.4,19.1,1079,"0"
37,"Female","Canada",0.9,18,44,14,2,0.8,2,34.5,23.4,2042,"0"
18,"Male","UK",10,18,60.2,20.8,90,8.9,3,45,23.3,3773,"1"
36,"Female","Germany",0.8,17,48.7,11,0,2.6,1,22.5,21.3,1896,"0"
22,"Male","Germany",5.3,17,50.7,18.2,15,7.7,2,46.3,25.5,1358,"0"
46,"Female","France",1.9,0,54.7,11,9,5.3,5,35.8,18.6,488,"0"
42,"Male","UK",7.5,9,86.2,6,161,5.2,0,5.1,7.9,1836,"1"
26,"Male","France",1.6,31,30,19,33,5.4,2,73.6,40.2,2216,"0"
31,"Male","Japan",4.3,6,51.7,9,34,3.5,4,9.4,9,812,"1"
25,"Male","USA",3.9,9,72.2,12,5,5.4,6,33.4,20.6,294,"1"
37,"Male","USA",5.4,2,69.3,11,21,19.9,7,10.7,13.1,1896,"0"
49,"Male","Canada",1.4,13,69.6,6.5,2,8.2,0,24.3,20,2383,"0"
26,"Male","USA",3.1,10,60.1,16.9,38,0.4,3,39.5,13,1896,"0"
44,"Male","USA",0.9,3,69.7,5,19,6.1,1,27.6,13.2,1896,"1"
31,"Female","Germany",2.6,7,74.8,6,37,13.8,0,17.7,8.5,0,"1"
28,"Male","UK",4.9,19,41.6,20.8,4,3.7,3,61.3,42.2,1896,"0"
36,"Female","USA",1.2,10,52,13,16,7.2,6,9.3,13.7,1862,"0"
25,"Female","Canada",5,6,68.7,10,11,5.4,2,33.1,9.9,362,"0"
31,"Female","USA",3,7,62.7,7,24,10.8,3,31.5,20,1896,"0"
23,"Male","UK",3.5,27,33.9,29,55,9.4,11,75.8,18.6,5167,"1"
61,"Male","USA",4.3,17,35.5,22.1,4,3,6,27.6,24.1,2701,"0"
38,"Female","USA",0.4,14,46.4,14.3,9,8.9,4,27.6,19.9,1622,"0"
38,"Male","USA",1.1,3,71.9,6,16,5.6,1,0,0,1896,"0"
40,"Male","Germany",0.8,3,60.5,5,129,6.6,2,2.1,18.6,1028,"1"
36,"Female","France",4.1,12,77.1,11,21,2,2,7,20.9,1997,"0"
35,"Male","USA",1.9,8,62,19.5,68,7.7,1,43.6,18.2,2733,"1"
45,"Female","USA",0.6,3,57.1,12,37,4.2,2,49.8,29.1,1896,"0"
47,"Female","India",2.7,31,7.9,28,4,13.1,8,63.9,37.2,1896,"0"
31,"Male","France",3.3,7,58.9,9,40,5.1,3,25.2,23,1097,"0"
31,"Female","USA",7.1,15,39.8,11,18,8.2,2,27.6,19.9,2805,"0"
34,"Female","USA",4.1,2,64.9,6.5,11,6.3,1,12.7,12.3,1702,"1"
18,"Female","USA",3.7,10,53.1,12,75,3.4,3,31.6,21.6,982,"1"
19,"Female","India",0.8,21,43.7,23,14,6,3,74.6,30.6,1699,"1"
54,"Male","India",2.4,10,41.2,18,25,4.2,2,28.3,19,1896,"0"
57,"Female","USA",2,9,78.6,6,8,0.8,0,27.6,18.6,2055,"0"
35,"Female","USA",2.2,6,63.4,1,11,10.2,0,6.9,0,1896,"0"
44,"Male","USA",3,9,44.4,10.4,0,11.7,1,27.5,17,1896,"0"
41,"Female","USA",3.6,7,47.3,12,42,9,5,44.2,9.7,1153,"0"
74,"Male","India",3.6,24,37.8,27.3,37,9.3,3,46.6,23.8,2295,"0"
51,"Female","USA",1.7,7,60.7,9,21,2.4,2,5.1,4.7,1137,"0"
36,"Male","UK",3.7,19,56.4,17,21,5.4,5,42.5,18.6,2920,"0"
26,"Male","USA",5.5,16,28.9,12,9,5.1,4,42.7,30,2579,"0"
18,"Female","Germany",0.9,8,71.1,10,6,5.4,2,20,18.6,2221,"0"
40,"Male","USA",1.8,13,47.5,10,53,1.3,3,21.8,9,1999,"0"
28,"Male","USA",3.4,17,42.1,15,57,10.1,4,68.5,30,3923,"1"
20,"Female","Japan",3.4,0,64.8,3.9,42,1,2,27.6,9.5,1896,"1"
30,"Male","USA",0.4,21,69.6,11,41,5.5,2,22.9,15.3,333,"0"
25,"Female","USA",2.5,12,55.6,11,11,10.5,3,22.9,21.8,0,"0"
58,"Female","Canada",5.7,6,62.1,7.8,33,2.9,3,31.1,18.6,1657,"0"
38,"Male","Canada",3.1,14,63.1,14,20,12.7,2,33.7,21.2,2109,"0"
38,"Female","Germany",4.9,28,24.3,28.6,21,7.3,5,52.3,18.6,2210,"0"
55,"Female","USA",3.8,2,47.2,4,12,9.8,2,12.4,5.8,0,"0"
38,"Male","UK",3.5,14,69.3,6,2,9.6,4,25.1,19.5,2076,"0"
27,"Male","USA",1.2,20,52.4,15.6,5,8.6,1,48.3,31.5,1576,"0"
56,"Male","Australia",1.7,11,60.2,8,152,9.4,3,41.2,15,1896,"1"
44,"Female","UK",1.4,19,53.1,17,45,5.2,2,51.2,30.9,1790,"0"
25,"Male","USA",2.2,0,59.4,5,7,4.9,0,0,0,1391,"0"
35,"Male","Canada",1,0,85.5,6,2,12.8,0,4.5,0,1728,"1"
27,"Male","USA",1.7,9,61.7,7,11,5.4,2,7.5,14.4,1495,"1"
21,"Female","Australia",2.9,17,50.3,14,51,6.1,4,0,17.4,1195,"1"
38,"Female","USA",1.4,25,57.9,13,4,5.4,3,39.8,26.7,2259,"0"
60,"Female","Australia",2.1,0,65.3,4,11,0.5,2,0,0,1290,"0"
21,"Female","Japan",1,13,53.4,6,5,8.1,2,4.9,10.3,0,"1"
44,"Female","USA",1.2,29,31,17,10,14.2,8,44.3,30.9,3906,"0"
30,"Female","USA",1.4,11,52.5,12,7,5,5,27.6,19.3,864,"0"
32,"Male","France",3.9,21,53,16,39,3.3,3,49.8,38.7,2293,"1"
30,"Female","USA",6.9,13,63.6,10,12,0.7,5,27.6,10.9,1780,"0"
27,"Male","UK",4.6,13,39.3,19,34,5.8,6,27.6,25.9,1375,"0"
38,"Male","USA",4.9,27,53.5,28.6,6,3.1,5,61.1,31.1,3259,"0"
28,"Male","UK",2.1,13,44.7,11,65,9.1,5,49,20,2122,"0"
41,"Female","USA",4.5,13,15.5,19,6,3.8,4,57.4,34.7,3810,"0"
37,"Male","USA",2.4,30,10.4,28,20,5.4,6,27.6,43.7,4981,"0"
35,"Female","USA",0.8,8,61.7,9.1,52,2.9,1,18.2,3.2,3058,"0"
27,"Female","USA",1.7,6,55,10,20,5.8,1,27.6,21.6,1896,"0"
31,"Male","UK",5,9,56,14.3,2,5.1,4,23.1,17.7,2101,"0"
47,"Male","USA",3.6,10,64.8,11.7,1,1.6,2,27.6,18.6,1279,"0"
44,"Male","Australia",1.5,20,66.1,16,89,4.2,3,22.3,14,1896,"1"
26,"Male","Canada",1.4,8,62,8,61,10.4,2,24.1,7.8,2586,"0"
39,"Female","USA",1.7,6,48.7,12,11,7.5,6,27.6,18.9,2527,"1"
47,"Female","USA",0.8,8,54.5,14.3,43,5.1,1,38.9,27,3746,"0"
18,"Female","USA",1.4,14,67.8,10,15,0.9,1,33.3,11.4,3553,"0"
44,"Male","Canada",9.5,9,62.4,13,21,9.5,7,16.3,17.8,1536,"0"
30,"Female","Canada",3.5,13,78,9,11,4.8,1,31.1,24.5,3261,"0"
44,"Female","Japan",3.5,14,66.6,6,1,2.3,0,2.4,3.9,0,"0"
28,"Female","Germany",4,13,54.3,13,93,7.7,4,28.8,18.1,2432,"0"
18,"Male","Canada",4.1,18,45.4,18,41,10.1,2,27.6,22.6,3322,"0"
18,"Male","USA",8.1,8,90.2,3,104,7.9,0,0,18.6,1301,"1"
38,"Male","Canada",3.8,0,69.3,12,41,2.4,1,27.6,16.5,967,"0"
41,"Male","UK",1.9,10,54.7,4,9,2.9,2,11.4,0,0,"0"
27,"Male","India",0.5,19,35.1,20,44,16.1,2,49.8,26.5,2761,"0"
45,"Female","France",1.3,12,41.2,14,57,2.3,2,30.8,24.1,2016,"1"
18,"Male","UK",2.1,21,69.9,15.6,18,6.4,4,31,26.7,871,"1"
37,"Female","USA",1.5,12,78.5,11,30,5.4,2,17.2,0,1215,"1"
23,"Female","Germany",1.8,0,68.9,7.8,18,3.2,1,28.7,19.3,2058,"0"
30,"Female","USA",9.9,0,78,3,9,8.3,2,22.4,18.6,1498,"1"
38,"Male","UK",1.6,13,42,12,1,6,5,17.1,15.2,2055,"0"
27,"Female","Germany",0.5,16,55.7,14,6,15.5,5,51.2,29.1,4074,"0"
33,"Male","USA",3.3,26,40.3,20,20,5.4,6,78.4,24.7,1896,"0"
50,"Female","USA",0.4,6,51.3,7,37,8,1,24.2,14,1485,"0"
31,"Male","UK",2.4,11,52.5,6,42,6.7,3,9.9,5.4,1634,"0"
48,"Male","Germany",1.3,25,46.1,20.8,43,0.7,10,41.6,27.5,5189,"0"
24,"Male","India",0.6,18,64.7,16.9,35,3.9,3,27.6,17.5,1814,"1"
44,"Male","USA",1.8,5,73,11.7,28,16.4,5,0,18.7,1183,"1"
55,"Female","USA",2.8,6,75.6,4,29,4.2,1,7.7,4.1,321,"1"
18,"Male","Japan",8.5,8,51.6,10,7,4.2,4,17.3,12.2,3410,"1"
28,"Male","Canada",2,4,60.7,8,1,0.9,1,21.3,18.6,1082,"0"
44,"Male","USA",4.2,13,58.4,13,9,10.8,2,27.6,17.7,2418,"0"
35,"Female","India",4,9,69.4,8,34,6,2,7.5,16.9,1551,"0"
42,"Male","USA",2,9,65.5,17,52,2.8,2,22.4,19.4,2245,"0"
30,"Female","Canada",1.6,18,66,15.6,66,3.5,2,27.9,17.3,790,"0"
39,"Female","UK",3.1,11,63.9,11,12,1.4,4,35.1,19.2,2885,"0"
36,"Female","USA",10,12,57.9,17,15,0.2,2,4.8,18.6,1896,"0"
52,"Male","Canada",2.5,21,59.9,14,9,6.6,6,32.3,15.5,1284,"0"
41,"Male","USA",4.4,11,41.1,15.6,28,9.3,3,41.7,20,3080,"0"
42,"Female","USA",2.3,8,64.9,9,17,3.2,2,13.9,12.4,1896,"0"
33,"Male","Australia",1,22,30.8,19,15,9.7,9,40.9,34,1896,"0"
32,"Female","Germany",6.7,19,48.6,10,21,1.5,5,24.3,18.6,5632,"0"
32,"Female","India",7.5,17,71.8,10,9,7.2,0,24.1,18.9,99,"1"
38,"Male","UK",1.5,2,72.9,7.8,6,0.5,0,24.6,10.8,913,"0"
32,"Female","Canada",4.4,27,37,18,109,4.9,8,49.6,31.6,2916,"1"
41,"Male","USA",2.4,21,58.1,13,23,16.6,2,27.6,24,1896,"0"
62,"Male","UK",3.9,18,56.2,11,32,5.4,3,51.6,19.4,2509,"1"
48,"Male","USA",2.9,18,23.2,14,27,5.4,3,43.6,25.6,3138,"0"
34,"Male","UK",1.7,4,62.4,9,42,4.8,2,0,14.5,992,"0"
52,"Female","UK",3.1,14,74.4,8,19,1.7,4,28.9,8.1,1520,"0"
33,"Male","USA",2.5,18,67.6,14.3,30,5.4,3,34.9,18.2,2094,"0"
18,"Female","Australia",1.5,25,64.8,24,47,7.1,6,27.6,28.2,2341,"1"
25,"Male","USA",4,17,67.7,20,41,3.6,2,27.6,18.6,3943,"0"
18,"Other","USA",2.7,6,93.5,9,24,9.5,1,30.2,0,2260,"0"
33,"Female","UK",2.4,10,68,12,3,5.5,2,0,16,902,"0"
38,"Female","Canada",2.6,0,53.3,9,24,9.9,2,25,8,1674,"0"
58,"Female","UK",10,26,41.7,28.6,30,11.9,6,53.5,42.2,1896,"1"
41,"Male","Canada",0.8,6,66.3,19,19,8.3,3,29.7,16.4,3078,"1"
35,"Male","India",0.5,0,58.7,5,14,2.8,3,16.7,18,619,"0"
47,"Male","USA",5.1,3,61.2,7,21,3.6,1,38.4,11.9,2670,"0"
18,"Male","France",0.7,12,73.3,10,1,6.1,2,29.1,6.4,1008,"0"
40,"Female","UK",1.8,0,62.9,2,1,3.7,1,27.6,17.2,0,"0"
47,"Male","UK",6.4,10,73.2,7,21,3.8,2,7.4,10.6,1361,"0"
20,"Female","Canada",0.9,2,62.5,9,36,4.9,6,29.7,11.8,1199,"1"
51,"Female","Canada",5.5,0,67.8,5,92,9.5,2,0,14.8,1607,"1"
42,"Male","USA",1.7,2,71.1,4,17,2,1,0,12.4,1262,"1"
33,"Female","Germany",3,16,71,9,31,1.1,1,27.6,8.5,3915,"0"
45,"Male","USA",1.3,11,59.1,26,10,2.6,3,20.1,25.5,2254,"0"
65,"Male","USA",1.8,9,65.5,10,19,0.6,5,19.3,24.4,544,"0"
40,"Male","UK",1.2,16,64.5,9,107,3.3,2,36,13.8,215,"1"
40,"Male","Germany",1.1,12,70.6,11,6,6.3,1,38.9,15.6,2406,"0"
32,"Male","France",5.6,22,67.8,12,10,6.5,4,6.4,33.7,1574,"0"
27,"Female","Germany",4.7,23,35.2,20,14,2.3,7,18.3,19.7,3736,"1"
47,"Female","Canada",2.9,5,60.2,8,2,5.4,1,0,18.3,1776,"0"
27,"Female","USA",3.7,13,74,14.3,44,9,2,7.4,16.8,1712,"1"
38,"Male","Germany",0.9,14,70.6,12,21,4.9,1,45.1,11,428,"0"
32,"Female","Japan",10,16,64.7,18.2,4,4.7,4,53.5,18.6,2534,"1"
43,"Female","Australia",3.9,7,46.6,7,37,9.9,1,0,6,497,"0"
42,"Male","UK",3.4,32,36.3,22,9,14,2,40.4,32.3,4633,"1"
50,"Female","UK",5.1,2,69.2,5,12,11.5,1,14.1,12.3,1896,"1"
31,"Other","Japan",2.6,16,35.5,13,11,3.2,2,15.6,18.6,1904,"0"
34,"Female","USA",3.7,11,40.5,11,17,3.2,1,27.6,18.6,321,"0"
26,"Male","Canada",0.8,15,56.9,7,12,0.6,3,3.6,10.8,0,"0"
32,"Female","USA",1.9,27,37.8,31.2,33,11.7,2,27.6,34.1,1896,"0"
42,"Male","USA",2.6,7,59.5,7,33,9.9,2,28.5,24.3,1896,"0"
38,"Other","USA",3.9,13,56.3,19.5,11,3.2,2,42.8,25,2350,"0"
26,"Male","USA",1.5,11,46.6,8,22,15.6,2,43.4,18.6,1043,"0"
48,"Female","USA",1.7,0,74.5,14,80,7.5,4,25.6,18.6,5053,"1"
54,"Male","Australia",1.3,33,37,20,8,7.6,2,63.7,26,1978,"0"
42,"Male","Australia",5.5,16,65.8,35.1,49,5.4,3,50.2,24.3,1896,"1"
60,"Female","Germany",3.8,14,37.9,14,20,8.1,4,45.3,19.9,3393,"0"
38,"Female","France",1.3,17,71.4,17,21,5.4,4,27.6,18.6,3360,"1"
23,"Male","USA",5.7,17,48,15,19,10,5,27.6,32.3,4537,"0"
18,"Female","USA",2.1,4,92.3,7,78,11,2,0,4.8,2044,"1"
55,"Female","Canada",7.7,15,53.6,12,13,1.3,2,46.6,18.6,2724,"0"
45,"Female","India",1.4,0,67.6,1,30,13.6,2,0,16.2,0,"1"
37,"Female","Germany",8.7,11,68.1,12,23,3,2,37.3,24.2,3978,"0"
41,"Female","USA",1.3,21,55.8,24.7,56,12.9,7,49.4,36,2300,"1"
24,"Female","USA",1.6,0,66.4,3.9,9,0.2,1,29.7,7.1,1896,"0"
67,"Female","UK",4.1,0,71.4,7,2,8.2,1,7.1,12.9,2463,"1"
39,"Male","Germany",5.8,2,73.7,11,36,2.6,3,39.6,16.9,1896,"1"
39,"Female","Germany",4.9,24,18.7,29.9,2,0.9,8,59.9,45.6,2111,"0"
46,"Female","Canada",4.9,5,49.3,8,21,12.9,2,18.6,19.1,1207,"0"
43,"Female","USA",3.8,0,72.2,6,27,10.7,4,0,9,0,"1"
40,"Female","France",4.5,10,49.6,11,18,2.4,2,60.1,24,2153,"0"
28,"Female","Germany",0.5,4,57.2,5,34,3.5,1,20.5,14.8,1585,"0"
38,"Female","USA",0.8,0,72.5,6,132,9.2,2,24.3,2.6,3110,"1"
60,"Male","UK",6,2,74,12,27,8.5,3,17,12.7,1096,"0"
54,"Male","USA",2.8,18,53.5,18.2,24,5.4,6,51.9,24.4,1087,"0"
57,"Male","Germany",2.4,2,55.4,13,80,4.3,2,7.2,10.4,2102,"1"
31,"Female","USA",4.9,14,50.3,18,76,2.5,1,58.2,21,2090,"0"
26,"Male","USA",4.2,17,32.7,21,14,4.8,3,40.5,21.8,1473,"0"
38,"Male","UK",0.6,13,42.8,17,97,2.4,3,38.8,26.8,2534,"0"
38,"Male","USA",1,13,38.7,15.6,1,2.1,5,42,24.2,906,"0"
51,"Female","USA",2.9,10,63.7,6,25,5.4,2,4.6,11.1,108,"0"
18,"Male","USA",2.1,12,63.6,10,2,10.1,2,39.1,14.8,2471,"0"
56,"Male","France",0.3,22,35.2,22,7,13.3,5,27.6,28.2,3216,"0"
36,"Female","India",2.6,19,37.6,17,38,9.2,7,51.8,32.4,2772,"0"
32,"Male","Canada",1.1,8,45.2,13,42,3.4,1,11,14.6,0,"0"
25,"Male","Germany",0.2,6,74.2,6,28,4.7,2,0,16.1,215,"1"
18,"Male","USA",2.9,28,19.3,22,17,4.2,8,58.9,42.6,3364,"0"
47,"Female","France",1.2,4,71.5,5,48,5.4,0,8.8,18.6,873,"1"
38,"Male","UK",3.8,18,55.6,12,6,6.7,3,33.5,26.4,2880,"0"
